Timestamp,Key
2023-08-07 14:00:48.374787,s
2023-08-07 14:00:48.967237,f
2023-08-07 14:00:50.102792,Key.backspace
2023-08-07 14:00:50.582694,k
2023-08-07 14:00:50.871368,y
2023-08-07 14:00:51.990909,p
2023-08-07 14:00:52.230616,e
